ID,ref_pm2_5
ID_00OZLF7X,41.016346953342065
ID_00ZI0D98,41.8340062639482
ID_017GTLAU,45.3552781865123
ID_01IBM7T2,39.81106655423535
ID_01II27D4,55.710249825960055
ID_01PKRNEP,21.65842821491274
ID_021PCRSH,17.265603021269364
ID_0274H7B6,72.34620646776466
ID_02NFLBYH,35.65593732323461
ID_032LIJKT,18.521797473604785
ID_060OB5PM,61.24266744582411
ID_06EFLCQ1,44.56963773686017
ID_07J2NT68,128.54207363668593
ID_088T3GY1,45.93529146745696
ID_08NXTHXJ,21.382907712291313
ID_090R0SNF,48.87574794328709
ID_09A1DQJW,15.829299839632002
ID_09FIRKTW,14.34250901415688
ID_0AOBGKCB,45.270567222359475
ID_0BHWLJMC,55.0190971785273
ID_0BKHDOU6,24.50788408013734
ID_0BRD0DWL,67.35664733365861
ID_0CXBEOYH,66.12681726592066
ID_0DDOKYWN,28.471242115580143
ID_0DID31PG,65.40463349392117
ID_0DVRZUYC,25.333160480485756
ID_0DYLDE3Q,52.99589198873316
ID_0F7ZP73J,35.00111369260268
ID_0FZG7CWV,62.283458063026025
ID_0HINQVMM,27.72706196437819
ID_0IJNRWJR,34.897292606375615
ID_0IW22706,43.54249048152238
ID_0JHQ3U2E,65.20893104183878
ID_0KIGVVU0,20.98669512561758
ID_0L5UL5YJ,52.82539971895789
ID_0L6HQ584,62.40945041167349
ID_0LCIWI0O,28.057718515289196
ID_0LZPOHTV,34.96441400314608
ID_0MPIZRA0,49.125523151905014
ID_0N7MZ82Z,102.38719961349716
ID_0NDHXZAS,22.634097200955964
ID_0OEOAZQJ,35.98295790660232
ID_0OH8M4JT,47.86884634375539
ID_0PICZ2AV,22.704916684768186
ID_0POKO7OA,57.94630587926354
ID_0Q0GVMPC,74.80977668685547
ID_0QAS386Z,98.9238721025436
ID_0QIU3FIN,14.86426340962051
ID_0R3FFO14,79.12155745688213
ID_0RH04S3M,89.47361548824324
ID_0RWN9W4Q,37.684550049853854
ID_0S1SYRI0,24.70034613232465
ID_0SVFS3L9,72.34510642185964
ID_0TS7MEFX,126.91602205156286
ID_0TV9WM4F,15.091136634572377
ID_0URP8GWZ,34.54984896713414
ID_0V4D047Y,41.46327377940087
ID_0VM725EW,45.87035100038284
ID_0W94NHE6,33.75938594368347
ID_0XC7SYMF,74.68074978522881
ID_0XH4D131,28.07209535219792
ID_0XJ66H25,23.76235828333954
ID_0XMSMERR,34.779865629028066
ID_0ZB36MQR,39.12680947928642
ID_0ZRPQYMV,139.6278745797638
ID_10USGSEO,37.409897142756705
ID_11X1NG30,157.1621012246972
ID_12EILPSV,95.27128714930662
ID_12FJKZHG,81.71820153422718
ID_12XUBBWW,9.090205904176756
ID_131FHSQ0,53.13470251276952
ID_14XMEN92,31.06762870808764
ID_156H7JSD,80.84710247411357
ID_15827AVR,78.39179107952033
ID_15TPMDO9,47.19838787016028
ID_1668QBSW,49.744357001244225
ID_16UVG1Z9,14.463035803447289
ID_17EXI4YM,50.516271259247446
ID_17FNTZTY,68.84280277792422
ID_18O9WELI,27.469544947400667
ID_18U5BGEZ,55.15696953577572
ID_1987YL70,48.91673704741807
ID_198CU36T,71.30947141812307
ID_19JG8ICR,29.870481938933743
ID_19UBEPIC,30.077484652318894
ID_1AB5T959,85.46182623022021
ID_1AD9JM3Y,36.35080488452771
ID_1AK81OSF,69.23788159697783
ID_1AYOTNUY,46.377239280088006
ID_1BN7L9QX,37.8099733009876
ID_1CRH5CEY,26.267985818290654
ID_1CW3IXGF,39.27682570949859
ID_1CZCT9U1,237.67745577333665
ID_1D6U2XR8,32.26415914636771
ID_1EN1RO3B,61.48275738875006
ID_1EP9HZWU,31.105439799118635
ID_1ESMNUM1,18.966370679112213
ID_1F3O76JJ,44.3601853056408
ID_1FF78I9N,114.0516877786813
ID_1FQIN0T9,92.35437698132117
ID_1FUT6DN0,47.84824686539011
ID_1G5AJMJG,28.576642423683268
ID_1GFELIRD,17.681748628255917
ID_1GMS3HIH,59.76482608917138
ID_1GZTVBBZ,44.114144739158384
ID_1HM6XJ58,81.12426121041705
ID_1HOZVUYP,46.73098830236258
ID_1HSUXAKD,23.14152808818131
ID_1I65DQ7R,66.46477715100661
ID_1J7O4OZ3,40.00625606748954
ID_1JD943CR,35.07465714582592
ID_1JVANV9U,45.40778992232391
ID_1K0R5BOQ,40.50456588431239
ID_1KXNCOOV,26.47159003820182
ID_1L5GVQCE,23.507949048528985
ID_1LI5FSUE,24.337792625704274
ID_1LZ1FBOL,31.849450248361883
ID_1MMF5HQC,10.3077524212214
ID_1MORYDEC,90.56800654645222
ID_1NSQKFBQ,56.66803138278546
ID_1O2V9C82,48.36648682501378
ID_1ODVG3E7,117.73768741363314
ID_1OIUK6LV,58.914151209941934
ID_1OP57M5V,62.25797173547698
ID_1OW95GJ8,34.245360899036115
ID_1P76QYZV,64.90557403040859
ID_1PPM8GMD,57.079687587973055
ID_1Q8W17CB,80.88526961304954
ID_1RBW5QKY,44.97295893210952
ID_1S4NHOCM,43.43492817658748
ID_1SYYB53N,91.83512409063273
ID_1TI3JM0U,37.3875874389329
ID_1U0UYLL2,31.964909720004638
ID_1U21YQHQ,24.29086785452397
ID_1U4M52U3,45.180798073365914
ID_1UGC0XY5,86.32656848887648
ID_1V5R2N5D,24.62917929071795
ID_1VDNLN58,69.90886949374267
ID_1VJKHNM4,37.85853140188188
ID_1WINHQCE,19.60097080564544
ID_1WWV1FV6,117.6368361569763
ID_1WYS2CEF,41.60767195473579
ID_1Y2HT3AS,47.062588485767165
ID_1Y9FGCOE,17.18522891110672
ID_1Z2UOP0O,44.67636425719216
ID_1ZIA13O9,42.075129301332844
ID_1ZRUJMAK,28.279709975325684
ID_1ZX6NO3G,90.09854012650598
ID_20WZZNYS,86.36920234684908
ID_21EU12UJ,34.04603777832385
ID_21MQ12EC,39.55907725377986
ID_21UATTBP,66.58761820270276
ID_22855M69,14.154704307821941
ID_22A0QTRP,44.61740156588943
ID_22F4V7BU,25.98028815859715
ID_22IYQ8BW,25.52787339086934
ID_22TZEPIP,55.149041929317654
ID_22X2GYPE,120.80939994095188
ID_241HVT51,61.640649148999074
ID_25H4PDTL,96.53541534741478
ID_26VWTZMD,78.23195850681934
ID_28EXN6DZ,36.738866721379516
ID_28HEX94L,13.153174071677142
ID_28HSL4RG,46.29514256357942
ID_293WO9SH,59.40487504545656
ID_29SO8WDO,36.09911126725141
ID_2AJQEBY3,33.290084087858816
ID_2AQ8EERD,187.12571840215082
ID_2AX8YXJK,16.66765082290161
ID_2B4BBU7N,37.843306413192394
ID_2BPL1592,54.919848698773684
ID_2BRQEZ1J,85.15546152335543
ID_2C2TSCJL,38.70686008996638
ID_2CCGJJJU,76.76319986091592
ID_2CFDAS44,81.20066293781848
ID_2D95KLRM,55.697317346715415
ID_2DGMY5YC,34.98301127701733
ID_2DK6JLG4,16.478568595892014
ID_2EBGG9YF,42.974248169898196
ID_2FIEWK17,47.993020244435534
ID_2FRI4B0D,50.29677135736075
ID_2G0756NB,84.1883065216474
ID_2G9H886I,24.426220707356766
ID_2GF4OEG3,30.308531769043725
ID_2H18YV46,59.006792890259604
ID_2H4RMBBH,56.07795777014293
ID_2I0R4WK2,69.34564447009406
ID_2I9JEV0X,52.935802281562715
ID_2IP85HYG,30.717242080008376
ID_2ITXVA1G,107.82940629716799
ID_2IVQL5JX,90.28056245288575
ID_2J3HV98Q,98.77630374431492
ID_2JBSRNGC,50.44423733982247
ID_2JBY8M0F,73.72444582444147
ID_2JOTIEMP,29.93342483978879
ID_2JP1GXBY,73.75243610526385
ID_2JPUD29O,101.3471325896415
ID_2KGE6ZMP,32.67383913948531
ID_2KJBEMN0,20.400594349913124
ID_2KK0LWT4,35.79945519703618
ID_2KMYQAD4,89.91851937376798
ID_2L0OWV04,31.983100038895522
ID_2L6KO405,59.24329342361955
ID_2LE0NSUI,47.37893684151416
ID_2M67IGXG,25.318631841262853
ID_2MBQR2JD,33.098473821355526
ID_2N4Z4SIY,49.321047135791865
ID_2NJIFQPN,33.381751793286696
ID_2NPL6S4J,29.59491778779632
ID_2NY9VKW7,56.359075981408076
ID_2OCZY3SH,12.430397196892864
ID_2OMRGIFP,40.754256871008494
ID_2Q17SSBJ,27.453189922779536
ID_2QCH70VA,42.82484951477199
ID_2QHBLCJE,32.10119820793634
ID_2QSDHZHZ,41.601324250149446
ID_2RE6VIAY,37.3734270304632
ID_2RN35O53,9.849799808799455
ID_2S5VA8YH,41.78571247369741
ID_2S6WH4VA,45.47645926521944
ID_2SI4WFXB,41.37480072947931
ID_2T3R0R48,33.087672338146035
ID_2TUO570Q,67.9197044429941
ID_2UR7S4KB,32.50099883917551
ID_2UW9TA5Z,30.164195075416753
ID_2V4YU2ET,104.94990578523223
ID_2V7WYFE9,71.76174739830591
ID_2VHGL4S5,26.841737853628796
ID_2W3S3GVC,52.790472147980495
ID_2WA5FJXW,48.50121248750166
ID_2WYF50VY,8.401571103557343
ID_2X1T1JQ2,89.49071598731865
ID_2X8T3F4R,60.71937771902223
ID_2XHUQ58H,27.66714690167696
ID_2XJG20RI,71.2313228537449
ID_2XSXCJDK,82.9242172181496
ID_2YMSSE01,20.7804582948023
ID_2Z59RPCF,33.53925451225514
ID_308ZCH01,43.42297203769481
ID_30BS33WH,66.65901234172891
ID_30DMXPRZ,17.32421521629001
ID_30JLQ06J,44.261743867127755
ID_30SBLVDV,123.98829851871031
ID_31FMESAU,111.57376179574655
ID_3244CQNF,76.79204470047092
ID_3397UL3O,20.82322047809048
ID_33LSGTRB,40.63948273826943
ID_33Y8FNCW,91.92979476643208
ID_34OANOVX,39.99772294086702
ID_34VIEM4P,37.590377507897095
ID_34Z8AUGG,11.005435640625958
ID_355NGMHT,49.03483323061481
ID_358KR0O4,55.223570144991555
ID_35V3GLM5,49.43899226259771
ID_35YXIPGS,28.63168245191096
ID_36PYJBWW,42.709117677852774
ID_36Q7RQ62,27.0345603692511
ID_37QXHNOS,34.22734904935568
ID_384IBFLU,110.24577417952452
ID_39DXMEP4,35.12602859252673
ID_39JYV7SW,43.019175140117056
ID_39XUHF5R,86.08173674333929
ID_3AWQXLOF,74.79854194104558
ID_3BU585EK,14.78223116979887
ID_3DDWVNWE,36.82010744847116
ID_3DFZ85PO,24.294853275960325
ID_3DUEV7MP,79.77692737899949
ID_3EIF1A67,31.114425843556084
ID_3FJRET8I,31.938510154345536
ID_3G8A0JPJ,66.89517768474967
ID_3GOSYJNY,48.567607101494914
ID_3H9TCBLL,70.6659681332428
ID_3JT27AAZ,52.34490171446703
ID_3KA51JAZ,102.88802509493418
ID_3KHN1KF9,31.829661569501926
ID_3KYFY813,29.561440911436804
ID_3M35FRP4,62.42103736530527
ID_3M7E7KCT,31.949276845602064
ID_3M9IGJMX,116.84061592129189
ID_3MELPATD,100.29710825783212
ID_3MTYY9V8,51.305387586989994
ID_3PHZ2Q60,88.79393172222099
ID_3QSI85ZT,34.12064407170244
ID_3QZWSC2F,53.55314830915129
ID_3RDUN4G0,24.597709643693747
ID_3SA8MMWR,59.873955535627104
ID_3SD0IL0T,72.2697907315007
ID_3SDR4BYO,99.38781907381713
ID_3SOGHXRA,32.8293877426204
ID_3T8U3HZ3,136.11233926949456
ID_3TD7W2H9,37.53470473896307
ID_3TF9SDQE,34.672948979156786
ID_3UH8XVG7,117.00192718737208
ID_3UMZYEY5,21.086441718361574
ID_3WIF9T63,90.6491729706463
ID_3X5MK0AB,13.395515463191536
ID_3XGRDZ12,45.63680019957632
ID_3XPS437H,86.60450289996338
ID_3XTMZKMR,35.500517008761946
ID_3YM699SL,102.84748828799997
ID_3Z449WKS,76.2959853915313
ID_3ZJCQY95,31.096911972409526
ID_3ZRHXGGQ,30.311788236874722
